,question,link,answer
0,"

I have the latest version of intelij and I want to run my app in parallel but I can't.

'Client' is not allowed to run in parallel.
Would you like to stop the running one?

I checked the tutorials and each one says that you need to select options in run, edit configuration.
But when I open the edit configuration menu, I have no options ""run in parallel"".
My view on configuration

Can someone help me? What should I do?
",https://stackoverflow.com/questions/66617761/intelij-run-in-parallel,"
Select Allow multiple instances in the Modify options dropdown menu.

"
0,"

The behaviour of the Go To Implementation function accessed from the editor context menu or by clicking Ctrl-F12 in Visual Studio has somehow changed in my installation of VS2019.
It used to be that when I used it with the cursor on a method name reference, it would jump directly to the method's implementation unless there were multiple implementations; then it would show them in the Find Symbol Results window.
But something has changed and now it always shows the Find Symbol Results window even if there is only a single implementation. Furthermore, it shows a duplicate of the single implementation or of each if there are more than one. The screenshot shows this where you can see that the same method definition is listed twice with the same Project, File, Line and Column details.

Does anyone have any idea why this might be happening? Could it be some incorrectly cached data causing this? Where might such data be cached? I have cleared my temp files, and deleted contents of folders named *cache in any C:\Users\xxxx\AppData\Local\Microsoft\VisualStudio\16.0* folders but this hasn't made a difference.
",https://stackoverflow.com/questions/69404017/why-might-vs2019s-go-to-implementation-be-showing-duplicate-references,"
The duplication can be caused when there are more than one TargetFrameworks e.g.
<TargetFrameworks>net5.0;netstandard2.0</TargetFrameworks>

"
0,"

I am struggling with Rider on my MacBook as I am unable to evaluate IEnumerables while debugging my code. I am currently running Rider 2021.3.1, but the issue has persisted since before Rider 2021.2. As I do not want to use ToList() all over, this issue makes it a lot harder to debug as I am unable to verify values and count from my enumerables. Does anyone know how to resolve this issue?
When I first encountered the issue I had set my ASPNETCORE_ENVIRONMENT to Release, however I have not set it back to Development, and I am running it in debug mode in Rider.

",https://stackoverflow.com/questions/70332565/jetbrains-rider-debug-mode-evaluator-exception,"

Close Rider
Delete or rename .idea directory from your solution folder
Start Rider.

This solved the issue for me.
If you want, you can try deleting workspace.xml file inside the subdirectory of .idea directory. Only significant difference between the new directory content vs old is, workspace.xml. So you can just delete/rename it and give a try.
"
0,"

I had been using Platform-IO up to 2019 but when I reopened a project things started getting worse and worse. Tasks disappeared and it took a while to be able to compile again. Now Platform-IO has disappeared completely and I was getting deprecation warnings in the ""Toggle developer tool' console.
Now after a complete reinstall of VS, Platform-IO etc. the IDE is still not functioning and I regret ever using it. It is like you jump into your car begging it to start. For professional use (able to restart your car every day without a mechanics) this solution needed to be solid and reliable which it does not seem to be. I will have to switch to another IDE I guess. The name Microsoft should have make me hesitate ...
I am using Windows 7 Professional and NO I WILL NOT UPGRADE THE OS.
Is there any means to install a functioning VS-Code / Platform-IO on Windows 7 or is it just an idea of an IDE ?
Sorry to appear mean but ""Making you more productive"" sounds like a scorn.
",https://stackoverflow.com/questions/70095279/vs-code-platform-io-configuration,"
I recently tried installing Platform IO on a Win 7 PC of a colleague and experienced similar issues like you. Seems like current Platform IO versions / builds are not compatible and therefore not runnable on Windows 7.
Only idea comes to my mind is using legacy / previous releases of VS Code and Platform IO (manual plugin installation with a legacy release) to get a runnable environment on Win 7, but I didn't test it since I ended up installing a recent Ubuntu next to Win 7. (Seemed like a better solution to me).
Here you can find all of the older releases of VS Code & Platform IO:

https://code.visualstudio.com/docs/supporting/faq#_previous-release-versions
https://code.visualstudio.com/updates/v1_64
https://github.com/platformio/platformio-core/releases

Good luck ;)
"
0,"

whenever I try to install the Gradle IDE Pack 3.8.x+1.0.x+2.2.x on my Eclipse I get following error message:
Cannot complete the install because some dependencies are not satisfiable
Software being installed: a.jre.javase 16.0.0
Software currently installed: BOSH Language Server Feature 4.9.0.202012131915 (org.springframework.tooling.bosh.ls.feature.feature.group 4.9.0.202012131915)
Cannot satisfy dependency:
From: Language Server Protocol client for Eclipse IDE (Incubation) 0.13.4.202011121435 (org.eclipse.lsp4e 0.13.4.202011121435)
To: osgi.ee; (&(osgi.ee=JavaSE)(version=11))
Cannot satisfy dependency:
From: BOSH Language Server Feature 4.9.0.202012131915 (org.springframework.tooling.bosh.ls.feature.feature.group 4.9.0.202012131915)
To: org.eclipse.equinox.p2.iu; org.eclipse.lsp4e 0.0.0

I use Eclipse 2020-06 and Java 8. From what I understand I would need minimum Java 11.
Is there a way to overgo that without using Java 11? We have to stick to Java 8 for now.
Thanks for support.
",https://stackoverflow.com/questions/65654394/failing-to-install-gradle-ide-pack-3-8-x1-0-x-on-eclipse-2020-06,"
Upgrading to JDK11 didn't solve the issue (alone at least). The BOSCH Language Server from the Spring Tool Plus-In must be uninstalled as well.
"
0,"

I have been moving from a few days to the 10.4.2 version of Delphi. I immediately noticed a strange problem, the list of the IDE that is used to search for the methods related to the loaded unit in some cases remains empty, so it is not possible to use it to pass to a certain procedure.
After some tests I realized that the problem essentially depends on a procedure, which in my code is present in the definition of all the packages that are used as plugins by the main program, the responsible procedure is the following:
function Command (Id: integer; Params: ansistring; Proc: TProc <TObject> = nil): ansistring; override;

to give the problem is essentially ""= nil"", if I remove it, all the methods magically appear again in the list.
This did not happen on RIO (I haven't tried the previous versions of Sydney), does anyone have any idea how to fix it or will we have to wait for the new update?
",https://stackoverflow.com/questions/66578077/unit-method-search-list-in-the-ide-is-empty,"
You can turn on Classic Code Insight.
Open Options -> User Interface -> Editor -> Language -> Code Insight tab
There you have combo box where you can choose Code insight manager. Instead of Delphi (Language Server Protocol) you can use Delphi (Classic Code Insight) that was used in previous Delphi versions.

"
0,"

I want to try using the new new Metal-based rendering pipeline on macOS for Java 17, as explained in JEP 382: New macOS Rendering Pipeline. The new feature is not enabled by default. To switch from the default (OpenGL) to the new feature (Metal), one must supply the JVM with command-line arguments upon launch:
-Dsun.java2d.metal=true

I would like try running IntelliJ under Metal rather than OpenGL. So I need to convince IntelliJ to (a) Use Java 17, and (b) pass that argument to the JVM driving its own operations.
I understand that IntelliJ runs on its own internally-bundled JVM rather than the JVM installed on my Mac. So:

How do I know the version of the JVM being used by IntelliJ?
Can I point IntelliJ towards another JVM for its own operations, for a later version of 17 (understanding that I am operating IntelliJ in an untested and unsupported environment)?
How do I pass a command-line argument to that JVM when IntelliJ is launching?

I am using IntelliJ IDEA 2021.2.2 (Ultimate Edition) on macOS Big Sur on MacBook Pro with Apple Silicon (M1 chip).

I am not asking about how to pass command-line arguments to an app being developed within IntelliJ. So I am not asking about how to use the Run/Debug Configurations feature of IntelliJ. That topic has been asked and answered many times already on Stack Overflow.
",https://stackoverflow.com/questions/69371457/how-to-pass-command-line-arguments-to-intellij-itself-to-alter-behavior-of-ide,"

How do I know the version of the JVM being used by IntelliJ?

You can find that in the 'about' dialog:


Can I point IntelliJ towards another JVM for its own operations, for a later version of 17 (understanding that I am operating IntelliJ in an untested and unsupported environment)?

Technically you can, but it might cause problems in your IDE I think? There's a warning in their documentation, see Change the boot Java runtime of the IDE to switch to a custom JDK.

How do I pass a command-line argument to that JVM when IntelliJ is launching?

Once your IDE is running, go to Help > Edit Custom VM options, see their Advanced configuration page.
"
0,"

I have been working with IntellIJ before. There I get suggestions on which function of my library I might want to use when typing. I noticed that in Microsoft Visual Studio this is not the case. Can I enable it somewhere?

*update *
I am getting suggestions about local variables and functions, but not functions and classes of the Unity library I use:

",https://stackoverflow.com/questions/68971819/how-to-enable-code-suggestions-in-visual-studio,"
Within Unity, open Edit -> Preferences -> External Tools -> External Script Editor and from the drop down list selectVisual Studio XXX (2017,.. etc).
If this is not in the drop down, select ""Browse..."" from drop down, go into Visual Studio installation path, by default in Windows OS ""C:\Program Files (x86)\Microsoft Visual Studio\XXX(2017, 2019,....)\Enterprise\Common7\IDE"" and select ""devenv.exe"" file.
Now in the drop down, Visual Studio will have appeared. Close the Preferences window and open the project from ""Assets -> Open C# Project"". and please check the using too, I hope it helps to solve the problem!
............................................................
So I don't know if I understood your question correctly, but you can only get suggestions for classes in Visual Studio if you specify the associated namespace, in your case the Unity library, e.g. using UnityLibary .....
"
0,"

How to enable HTML syntax highlighting in PHP files in JetBrains Fleet?

",https://stackoverflow.com/questions/74088397/how-to-enable-html-syntax-highlighting-in-php-files,"
As far as I'm aware -- you cannot as this is not currently supported.
https://youtrack.jetbrains.com/issue/FL-12928 -- watch this ticket (star/vote/comment) to get notified with any progress.
"
0,"

In my PhpStorm preferences, I have max PHP language level 7.3. I would like to use 7.4 but there is no 7.4 or 8.0.
How can I update all supported levels?
My PhpStorm preferences:

",https://stackoverflow.com/questions/65628918/how-can-i-update-supported-php-language-level-in-phpstorm,"
For php 8 you must use PhpStorm version 2020.3 or higher.
"
0,"

I recently started using Xcode and I have been wondering how I could run everything on my terminal instead of using the bottom right corner of my IDE. Could someone explain this to me in baby steps.
",https://stackoverflow.com/questions/64709037/how-do-i-execute-my-code-through-the-terminal-while-using-xcode,"
Click on project name and click Edit scheme as below,

Click Run and click Options and choose Use Terminal below

"
0,"

I commited changes in project, then I removed idea and cache folders, after that (or maybe this is not the reason) pycharm doesn’t see files in project: some files marked in yellow and no folders and .py files at all. Also there is no project structure and interpreter in settings



How to fix it? Thanks
",https://stackoverflow.com/questions/67402144/pycharm-doesn-t-see-files-in-project,"
Close PyCharm then delete the folder .idea/ again,then open PyCharm and re-open the project .
To not lose preferences, you can go to Preference -> Project: <ProjectName> -> Project structure and click + Add Content Root at the right pane and select my project directory in a file browser
"
0,"

I am accessing the script editor on an iPad - iOS 14.4 via Safari. The old editor populates without on starting script and the menu and option to go to the new editor do not function.Everything works fine in Chrome on my Mac, problem only exists on the iPad in Safari.
Any suggestions to use the editor in this situation?

",https://stackoverflow.com/questions/66478899/google-script-editor-in-ios-14-4,"
Chrome on my iPad didn't run for me. I had to use an Android device to get the old editor to work properly, so you could try that. Then on that device, switch to the new editor.
"
0,"

So basically I am a starter in programming. I do not understand how do I compile and run the program below on Harvard's CS50 IDE.
#include<iostream>
using namespace std;
int main()
{
cout<<""HelloCS50"";
}

enter image description here
",https://stackoverflow.com/questions/64015744/how-do-we-compile-and-run-a-program-on-the-cs50-ide,"
Start typing in the terminal. follow each command you type with the enter key.
Use the command ls to list all the files in your directory. One of those files should be the code you just wrote and saved.
It's not a requirement, but will make it easier to have the filename end in '.cpp'. If your file does not have that, you can save the file again and add '.cpp' to the filename.
Assuming that your filename is ""hello.cpp"", use the command g++ hello.cpp to compile your code. This will create another file called a.out.
You can now run your code with the command ./a.out. After doing this you should see that ""HelloCS50"" has been printed onto the screen.
............................................................
1: save your file name with .cpp extension. If your file does not have that, you can save the file again and add '.cpp' to the filename.
2: Consider that your filename is ""hello.cpp"", use the command make hello to compile your code. This will create another file called hello.
3: Now you can write your code with the commond ./hello. After doing this you should see the Output.
"
0,"


template<typename T>
void f(T const&& n1, T const& n2)
{
T&& x1 = static_cast<T&&>(n1);
T&x2 = static_cast<T&>(n2);
}

The snapshot is from Visual Studio Code with C/C++ extensions.
Problems
1. In T&& n1 and T& n2, & signs are blue.
2. In T&& x1 and T& x2, & signs are white.
3. In <T&&> and <T&>, & signs are white.
Questions
1. How to make the & sign blue if it is a reference sign?
2. Is it possible via modifying one of the following?

editor.semanticTokenColorCustomizations

editor.tokenColorCustomizations

cpp.tmLanguage.json


",https://stackoverflow.com/questions/67157739/how-to-make-the-sign-blue-if-it-is-a-reference-sign,"
(Based on rioV8's comments).
In C++, & has different meanings depending on context. It can be the address-operator, it can denote a reference, it can also be a binary bit-and operator. To distinguish all these, you need to parse the tokens next to it. && is only marginally simpler, it can't be a unary operator.
In T & x, you need to know if T is a type or a value. That requires applying C++ name lookup rules on T. We can see in your example that it's typename T. However, Visual Studio Code does not parse C++ to color the text, and therefore gets the category wrong. You cannot fix this; this needs to be fixed by Microsoft.
"
0,"

I'm just trying to figure out why does the following command not work:
ctags -R ../.. --exclude={build_kernel,build_user}

",https://stackoverflow.com/questions/64692621/why-ctags-exclusion-exclude-doesnt-work-for-me,"
Because ctags doesn't even apply the --exclude block. Just try:
ctags -R --exclude={build_kernel,build_user} ../..

Also read: How to exclude multiple directories with Exuberant ctags?
"
0,"

Basically after changing files in PhpStorm and commiting I get a lot of these blank line changes but I haven't touched any of them.

I turned on ""keep indent on empty lines"" and turned off ""remove trailing spaces"" but it didn't fix the problem.
What's going on here? For now I have to stage lines instead of whole files to avoid pushing garbage changes but that's less than ideal.
",https://stackoverflow.com/questions/70009146/phpstorm-is-doing-something-with-blank-lines-so-that-they-are-shown-as-changes-i,"

I turned on ""keep indent on empty lines"" and turned off ""remove trailing spaces"" but it didn't fix the problem.

Settings/Preferences | Editor | General | Remove trailing spaces on: is indeed the option that controls such behaviour. As per your description you already have that disabled.
If you have .editorconfig files in your project then corresponding setting from there (trim_trailing_whitespace) will overwrite corresponding IDE settings. It is expected as it's the whole nature of such files.
In this case you have a few options here:

either edit your .editorconfig file accordingly (https://github.com/editorconfig/editorconfig/wiki/EditorConfig-Properties#trim_trailing_whitespace)

or disable such support in the IDE (Settings/Preferences | Editor | Code Style | Enable EditorConfig support)


or even more radical one: disable EditorConfig plugin completely (which affects the whole IDE: all projects / code styles).


"
0,"

I have created a simple program that runs in Eclipse when I click on run. The class containing the main method (""HelloMain.java"") instantiates a second class, ""Hello.java"" This works fine in Eclipse but I much prefer using Sublime Text 3 and when I run the same program in Sublime from the terminal I get a symbol not found error during instantiation.
I don't know why I am getting a symbol not found error, can you please comment if you have any ideas on why this is happening or if you have any ideas on how to fix this?
I've included a screenshot.

On the left you can see my program HelloMain.java
Below HelloMain.java you can see my second class, Hello.java
Below Hello.java you can see my terminal where I attempt to run my program

On the right you can see the same files

HelloMain.java
Below HelloMain.java is Hello.java
Below Hello.java is the terminal where I run the program with the exact same issue
and below that is the program functioning through the console

Please let me know if you have any questions or need clarification.
Thank you.

",https://stackoverflow.com/questions/73980824/symbol-not-found-sublime-text-3,"
All of my files were not being compiled. I run my code through zsh, my terminal doesn't automatically compile all or any files unless it is specified. ""javac"" compiles a file.
This line of commands compiled and ran my java files in a folder.
The package and folder of the files I am running are both called model and I am in a subdirectory when running these commands.
""javac **/*.java && java model.HelloMain"".
"
0,"


What does this symbol mean in IntelliJ? Lighting symbol on Java class name.
I have seen ""I"" for interface and ""C"" for a class But first time noticing this lighting symbol.
",https://stackoverflow.com/questions/65584121/what-does-this-symbol-mean-in-intellij-lighting-symbol-on-java-class-name,"
This icon represents an Exception class (a class extending Exception).

You can hover your mouse cursor on any icon in the project view to see the description like this:

IntelliJ IDEA documentation for 2020.1 version is the last archive copy of the product help that has this reference.
"
0,"






Closed. This question needs details or clarity. It is not currently accepting answers.












Want to improve this question? Add details and clarify the problem by editing this post.


Closed 2 years ago.








Improve this question






As of 2020, are there any features of Android Studio not contained in IntelliJ IDEA Ultimate? I know that there are similar questions about that, but they all refer to older versions of both apps.
Let's make the comparison between the newest versions as of 09/22/2020:

IntelliJ IDEA Ultimate Version 2020.2.2
Android Studio 4.0.1

Any answer is appreciated.
Thanks in advance!
",https://stackoverflow.com/questions/64002713/2020-intellij-idea-ultimate-vs-android-studio,"
IntelliJ IDEA 2020.2 contains all the Android Studio 4.0 functionality.
"
0,"






This question already has answers here:





How to get background-image from inline css using selenium

(4 answers)



How can I verify text is bold using selenium on an angular website with C#

(2 answers)


Closed 2 years ago.





I have a text on the website that is green color. How can I verify in selenium ide that text is green? ( not any other color)
",https://stackoverflow.com/questions/63509719/how-to-verify-color-in-selenium-ide,"
if your text have style attribute, or class, who define the green color you can use ccs selector directly...
see css selectors
Or you can use integrated selenium functions see here
"
0,"

In a discussion with colleagues, I had been jumping all over a quite large source file, and when closing it the IDE prompted me to save it.
I wasn't aware of essentials edits but wanted to check.
After a lot of undos (Ctrl-Z) I was at the top of the file and when closing it there was no prompt.
It must have been a simple edit in white space or something...
I know I could also have looked for colors in the left bar, as in:

But is there a way to jump from edit to edit with the keyboard?
That would have been the easiest way to check.
I'm using Delphi 10.4 Sydney right now
",https://stackoverflow.com/questions/64681947/how-to-jump-from-edit-to-edit-with-the-keyboard,"
Use the history button on the bottom right of the editor window.
Then click on differences button at the bottom right side and select two versions you want to compare. Probably the ""buffer"" which is what you see in the editor and another file you saved before (You have data and time). The number of files in the history can be changed with one of Delphi option.
Then in the bottom part of the window, you see the first difference. Use the Shift+Ctrl+F8 to skip to next difference (Shift+Ctrl+F7 for previous).
See also DocWiki.
"
0,"

How do I include commands for gcc in VS Code? The project compiles without any error if i type the following command in the terminal gcc main.c pkg-config --cflags --libs gtk + -3.0 -export-dynamic. But I have no idea how to configure this in VS Code.
I tried to include everything in c_cpp_properties.json without any luck.
{
""configurations"": [
{
""name"": ""linux-gcc-x64"",
""includePath"": [
""${workspaceFolder}/**"",
""/usr/include/gtk-3.0"",
""/usr/include/glib-2.0""
],
""compilerPath"": ""/usr/bin/gcc"",
""cStandard"": ""${default}"",
""cppStandard"": ""${default}"",
""intelliSenseMode"": ""linux-gcc-x64"",
""compilerArgs"": [
""-Wall"",
""-Wextra"",
""-Wpedantic"",
""pkg-config --cflags --libs gtk+-3.0`"",
""-export-dynamic""
],
""defines"": [
""""
]
}
],
""version"": 4
}

",https://stackoverflow.com/questions/68830952/visual-studio-code-include-path,"
Problem solved!
tasks.json
{
""tasks"": [
{
""type"": ""cppbuild"",
""label"": ""C/C++: gcc build active file"",
""command"": ""/usr/bin/gcc"",
""args"": [
""-g"",
""${file}"",
""-o"",
""${fileDirname}/${fileBasenameNoExtension}"",
""`pkg-config"",
""--cflags"",
""--libs"",
""gtk+-3.0`"",
""-export-dynamic""
],
""options"": {
""cwd"": ""${fileDirname}""
},
""problemMatcher"": [
""$gcc""
],
""group"": {
""kind"": ""build"",
""isDefault"": true
},
""detail"": ""Task generated by Debugger.""
}
],
""version"": ""2.0.0""
}

Any tips on how to get rid of the following error message? 
#include errors detected. Please update your includePath. Squiggles are disabled for this translation unit (/home/malte/Projects/GtkButton/main/src/main.c).
"
0,"

I am testing/learning webhook. How to send, receive it. So I thought I would use GAS.
I have this simple script and I wonder why Logger does not work. In Projects/Executions I can see that the script doPost was executed but no logs. Email was sent and the script returned the value.

using old, Legacy Editor (no idea how to get the new one)
in Menu-Resources-Cloud Platform Project is said ""This script has an Apps Script-managed Cloud Platform project.""
when I open the project in editor I get this message ""This project is running on our new Apps Script runtime powered by Chrome V8.""
exception logging set to ""exceptionLogging"": ""STACKDRIVER"" is set to default

I tried console.log(e); but it did not work for me.
function doPost(e) {

 Logger.log(""I was called"")
 if(typeof e !== 'undefined'){

Logger.log(e.parameter);
Logger.log(""I was called 2"")
 
MailApp.sendEmail({
 to: ""radek@gmail.com"",
 subject: ""Call Sucessful"",
 htmlBody: ""I am your <br>"" +
 JSON.stringify(e)+ ""<br><br>"" +
 JSON.stringify(e.parameters)

});

}
return ContentService.createTextOutput(JSON.stringify(e))
}

Question1: Can I make Logger work?
Question2: I would like to see accepted data in Debugger, is that possible?
Question3: Is there any way the GAS pushes the data it received to my web browser. Of course the browser is NOT sending the data.
Question4: No related to the topic but ... Would you know what I need to do in order to be able to use new Editor?
",https://stackoverflow.com/questions/65575969/how-to-debug-web-development-in-google-application-script,"
If you want your own custom log information to go to Stackdriver, then you need to create a Google Cloud Platform project, and associate that GCP project with your Apps Script project.
First create a new GCP Project:
Go to your GCP dashboard:
https://console.cloud.google.com/home/dashboard?authuser=0
In the blue bar at the top, there is a drop down menu for project names.Click that, and a dialog should appear with a button to create a new project.
Create a new Google Cloud Platform project.
Copy the Project Number.
Go back to the Apps Script editor.
From the legacy Apps Script editor, click the ""Resources"" menu.
Click Cloud Platform project.
Paste in the Project Number and click the button.
Now, any console.log() statements you have will send the logs to Stackdriver.
And Stackdriver can be viewed in your browser.
Note: Some people set up their own logging system to log information from server side Apps Script code to a Google Sheet.There are some open source repos that are available.
The new code editor does have a ""built-in"" way to log server side information to a log pane code editor window.But, of course this assumes that you are running code from the code editor.This new feature avoids the need for changing browser tabs to see your logging output.I don't know of any way to log server side info to your browser console.You could save log info into an object, and then send it back to the client after the server code completed, and then log everything in the console.
The way that it might be possible to get logging information depends on how the code was originally triggered.

From code editor
From a user using your app
From a Http Request to your Web App

Logging in Apps Script works differently depending upon:

run time version being used - V8 or DEPRECATED_ES5 - Set in appsscript.json file or through the ""Run"" menu in the Legacy editor, Set in ""Settings"" in new IDE - New Apps Script projects default to V8 so chances are your project is using V8.
Is your Apps Script project associated with a Google Cloud Platform
(GCP) default or standard project
Is exception logging set to ""exceptionLogging"": ""STACKDRIVER"" - Set in appsscript.json file - Default is always to include it - Probably already correct unless you deleted it.
Using either Logger.log or console.log
Using console.log in the server "".gs"" file or client side "".html""
file.console.log can be used in both server and client side code
but the log print out goes to different places.You can't see logs
in the browser dev tools from a console.log statement in your
server code.If you use console.log in server side .gs files, and the Apps Script project is not associated with a standard GCP project, then the log only gets sent to your ""Executions.""I believe that the only way that you can get your logs sent to Stackdriver is by using a standard GCP project.The problem with that, is that you only have so many GCP projects that you can use without requesting an increase in your quota.

Plus there may be issues (bugs) depending upon how you have logging set up and other factors.
For example:
https://issuetracker.google.com/issues/134374008
............................................................
As lots of people specified, you can use console.log for this.
However, I also work with webhooks from time to time. And I find it much more comfortable to debug directly into google spreadsheets, using code like this
function doPost(e) {
log('# doPost', JSON.stringify(e));
try {
// Some webhook-processing logic here
if(e.parameter.action == 'test-error') {
item.something = nothing;
}
if(e.parameter.action == 'test-log') {
log('# custom log', 'Some data');
}
} catch(error) {
log('# error', JSON.stringify([error, error.stack]));
}
}

function log(event, message){
SpreadsheetApp.getActive().getSheetByName('Log').appendRow([new Date(), event, message])
}

Example spreadsheet:
https://docs.google.com/spreadsheets/d/144i9pxDIB_C8ZRZ-6vd9DiPIw8Rt85hTtVoqk7dtHQg/edit?usp=sharing
You can trigger logging by something like this
curl -X POST https://script.google.com/macros/s/AKfycby3EoaQ8DOt8H_Mc4vjH6JZkhsaAwYHk_sa9HE5Be3qVo0Ym0b2/exec?action=test-error

or
curl -X POST https://script.google.com/macros/s/AKfycby3EoaQ8DOt8H_Mc4vjH6JZkhsaAwYHk_sa9HE5Be3qVo0Ym0b2/exec?action=test-log

You can use same log for your custom logging of some intermediate variable during webhook resolution.
The reason I prefer this over standard stackdriver logging is that google sheets are more explicit and easier to manage.
............................................................
You can use console.log() to see things within ""My Executions"".
"
0,"

I am working on a Gradle project where some of the tests occasionally fail sporadically due to reasons unrelated to their correctness (specifically, sometimes the Testcontainers Docker containers fail to start up).This is mitigated using the Test Retry Gradle Plugin to retry tests on failure, which greatly reduces the chances of such a build failure occurring.
plugins {
id 'java'
id 'org.gradle.test-retry' version '1.2.0'
}

dependencies {
testImplementation platform('org.junit:junit-bom:5.7.1')
testImplementation 'org.junit.jupiter:junit-jupiter'
}

test {
useJUnitPlatform()

retry {
maxRetries = 1
}
}

One annoyance with this setup occurs when running individual tests/test classes from the IntelliJ IDEA IDE using the default ""Run tests using: Gradle"" configuration.
When testing code under development from IDEA, failed tests are far more likely to indicate an issue with the in-progress code changes.Flaky test failures are far rarer, since only a small number of tests are being run.Flaky test failures are also obvious when they do occur, and less problematic since it's the result of a manual user interaction.
The downsides of retrying tests are that some of the tests take a while to run, and retrying tests in the IDE gives a false sense of how many tests have passed/failed.For these reasons, I do not want failed tests to be retried when individual tests are run from IDEA.
How can I configure my Gradle project to retry when run from the console, but not from within IntelliJ IDEA?Bonus points if the solution also works for other Java IDEs (e.g. Eclipse & NetBeans), but a solution that only works for IDEA will suffice.
",https://stackoverflow.com/questions/66391484/can-gradle-configuration-vary-based-on-whether-it-is-being-run-from-intellij-ide,"
The idea.active system property can be checked for a value of ""true"", customizing the configuration based on whether it's set:
test {
useJUnitPlatform()

if (System.getProperty('idea.active') != 'true') {
retry {
maxRetries = 1
}
}
}

I'm not sure whether or where this property is documented, but I have confirmed that it works for the latest version of IDEA (IDEA Ultimate 2020.3.2).
"
0,"

For some reason I cannot choose C++ language standard in Visual Studio. By saying that I mean next thing:
I can go to the properties and choose the language standard but Visual Studio doesnt see that. How did I came to that: I tried to include filesystem header with setting the C++17 standard setbut then I saw that filesystem is not a member of std namespace: 
First, I thought that it was not an C++17 standard so I double checked that. After me checking all the stuff again I decided to go to the header file and check the stuff going wrong. I saw that _HAS_CXX17 is disabled although in properties C++17 is set: 
I have no additional libraries connected in properties and this version of Visual studio has to be working with all of that C++17 headers because I had to work with them and still can compile these projects I've been working on, but I can't switch standard on any project now. No library were installed during period it were working last time. I updated Visual studio recently but it didnt help althought on other PC everything is working perfectly.
Properties:
",https://stackoverflow.com/questions/63980146/cant-choose-c-language-standard-in-visual-studio-2019,"
I am simply adding the answer from the comments above since this helped me as well. Credit goes to Ted Lyngmo.
When changing properties, make sure either that the properties editing window is set to all configurations, or at least matches your current configuration (i. e., if you are on Debug x64, make sure those are the properties you are editing for). But if you want the property to be applied for all configurations, select All configurations on the properties editor.
Snippet showing the properties editor below the configuration selector, in this case they don't match and it'll look like the property changes were ignored
"
0,"

I'm having an issue where my build.sbt file is not being picked up properly using IntelliJ (Ultimate 2020.2.3). I create a new Scala sbt project using the IntelliJ wizard (file > new > project > scala / sbt) and add a new dependancy to the buid.sbt file but when I try to import it into one of my class files, IntelliJ will not compile my project due to a dependancy issue.
The sbt tool window picks up the external dependancies but my project ""external dependancies"" doesn't contain the library at all, even after I refresh the project. Also, my build.sbt file has a bunch of errors in it like it's not being recognised properly by IntelliJ but I've installed the Scala plugin so I don't know what else I could do?
Here you can see that I've added the org.slf4j dependancy into my build.sbt; It's picked up by the sbt tool window (on the right) but not by my project (on the left)

When I hover over the libraryDependencies in the build.sbt file it doesn't seem to recognise the sbt syntax:

I cannot import the library into my class file and the project wont build:

I'm new to Scala and I'm simply trying to create a basic hello world project but I can't seem to get past this frustrating issue.
",https://stackoverflow.com/questions/64637907/scalas-build-sbt-not-recognised-by-intellij,"
You can try first to create an SBT project manually in some directory. build.sbt alone would be enough.
Then run sbt in that directory to see that SBT shell works properly. Try some commands like sbt compile, sbt run with some helloworld app. When you create helloworld app mind the directory structure where you put it, i.e.: src/main/scala/HelloWorld.scala.
If all that works go to IntelliJ and import/open project from there - select build.sbt.
When you create or import SBT project from IntelliJ it takes a while to bootstrap everything and download compiler, etc. Just leave it until it's done. Same goes for first time compilation when the compiler needs to be compiled :).
To setup a sample project you can issue these shell commands:
mkdir untitled
cd untitled/

echo 'name := ""untitled""

version := ""0.1""

scalaVersion := ""2.13.3""

libraryDependencies ++= Seq(
""org.slf4j"" % ""slf4j-simple"" % ""1.7.26"",
)
' > build.sbt

mkdir -p src/main/scala/

echo 'object HelloWorld {
def main(args: Array[String]): Unit = {
println(""Hello World"")
}
}
' > src/main/scala/HelloWorld.scala

sbt run

If there are not issues with these steps then import build.sbt into IntelliJ.
............................................................
I was finally able to get past this issue. I'm not 100% sure what solved it in the end unfortunately but disabling a bunch of plugins I wasn't using seemed to fix the issue for me.
I suspect it may have been the Gradle plugin since I saw some errors in the idea.log file but after re-enabling the Gradle plugin to test everything is still working so not sure.
"
0,"

I need to find all files that are called exactly wc-search.xml.
When I make the ""normal"" search, I find a lot of unuseful files

There is no mode to specify regular expressions, only file filters that doesn't help. How can I resolve?
",https://stackoverflow.com/questions/67303004/find-file-by-exact-name-in-intellij,"
I have find only an useful workaround: search with Find in Files, and insert the file name in File mask, leaving empty the search bar

"
0,"

I develop a WinForm app in Visual Studio 2019, but there is an annoying problem:
When I place a controller / tool on my Form and released the mouse button, VS puts it somwehere other place.

I want it here:



VS puts it here (after release the mouse button):


Is there any solution for this?
",https://stackoverflow.com/questions/65562602/visual-studio-puts-the-controller-tool-somewhere-other-place-on-the-form-than,"
I don't know why this happens, but you can use keyboard keys after adding tool from toolbox to change its location
"
