,id,question,link
0,question-summary-69259478,File Saving Under Wrong IDE,/questions/69259478/file-saving-under-wrong-ide
0,question-summary-69238013,Different results for return bool in command prompt and IDE [duplicate],/questions/69238013/different-results-for-return-bool-in-command-prompt-and-ide
0,question-summary-74217615,Xcode 14: Does anyone know how to remove the blue tint on lines where changes have been made?,/questions/74217615/xcode-14-does-anyone-know-how-to-remove-the-blue-tint-on-lines-where-changes-ha
0,question-summary-69572401,Visual Studio 2019: System.Threading.Tasks.Dataflow errors in .NET Core projects,/questions/69572401/visual-studio-2019-system-threading-tasks-dataflow-errors-in-net-core-projects
0,question-summary-69565157,python code to find prime or composite number according to given condition,/questions/69565157/python-code-to-find-prime-or-composite-number-according-to-given-condition
0,question-summary-69560882,How to change vscode's color theme using the the CLI? (`code` command),/questions/69560882/how-to-change-vscodes-color-theme-using-the-the-cli-code-command
0,question-summary-67706577,What is the name for comments with '@' in them?,/questions/67706577/what-is-the-name-for-comments-with-in-them
0,question-summary-67683466,Develop Visual Basic Excel DLL Addins - Project Description / Start Program,/questions/67683466/develop-visual-basic-excel-dll-addins-project-description-start-program
0,question-summary-67679918,Add to custom methods to method signature autocomplete,/questions/67679918/add-to-custom-methods-to-method-signature-autocomplete
0,question-summary-67676981,Eclipse IDE doesn't show window-titles properly,/questions/67676981/eclipse-ide-doesnt-show-window-titles-properly
0,question-summary-68328728,ESP8266 WIFI Connection lost after Acces Point reboot,/questions/68328728/esp8266-wifi-connection-lost-after-acces-point-reboot
0,question-summary-68323003,Vscode is not showing auto suggestions after one usage (shows up only one time),/questions/68323003/vscode-is-not-showing-auto-suggestions-after-one-usage-shows-up-only-one-time
0,question-summary-68316947,RAD Studio C++ Builder IDE Console Output Pane,/questions/68316947/rad-studio-c-builder-ide-console-output-pane
0,question-summary-68315163,"Add comment on the ""manifest.json""",/questions/68315163/add-comment-on-the-manifest-json
0,question-summary-70420715,Android studio keeps reverting to an older copy of XML,/questions/70420715/android-studio-keeps-reverting-to-an-older-copy-of-xml
0,question-summary-70420425,Visual Studio Code autocomplete static names,/questions/70420425/visual-studio-code-autocomplete-static-names
0,question-summary-70418338,Unrecognized VM option 'CMSPermGenSweepingEnabled' in Android Studio 4.2,/questions/70418338/unrecognized-vm-option-cmspermgensweepingenabled-in-android-studio-4-2
0,question-summary-70410933,How to prevent data representation change in Debugger Inspector window?,/questions/70410933/how-to-prevent-data-representation-change-in-debugger-inspector-window
0,question-summary-70177158,Visual Studio 2022 - Atribute Routing/Metadata grey and I can't find the setting to fix it,/questions/70177158/visual-studio-2022-atribute-routing-metadata-grey-and-i-cant-find-the-setting
0,question-summary-70174679,How to have ASP.NET MVC look for view name that starts with an underscore?,/questions/70174679/how-to-have-asp-net-mvc-look-for-view-name-that-starts-with-an-underscore
0,question-summary-70164499,Cannot shortcuting fix problem in jdeveloper,/questions/70164499/cannot-shortcuting-fix-problem-in-jdeveloper
0,question-summary-70161991,React Visual Studio Code shows red brackets while code is correct,/questions/70161991/react-visual-studio-code-shows-red-brackets-while-code-is-correct
0,question-summary-67543757,How to visually edit the interface on android?,/questions/67543757/how-to-visually-edit-the-interface-on-android
0,question-summary-67532433,PHP and IDE : annotation for array [duplicate],/questions/67532433/php-and-ide-annotation-for-array
0,question-summary-67529004,How to extend WearableListenerService for WearOS on Handheld Application Side,/questions/67529004/how-to-extend-wearablelistenerservice-for-wearos-on-handheld-application-side
0,question-summary-67527941,Nothing to do! Android SDK is up to date. SDK emulator directory is missing,/questions/67527941/nothing-to-do-android-sdk-is-up-to-date-sdk-emulator-directory-is-missing
0,question-summary-69233441,how to deprecate a CSS selectors in IDE,/questions/69233441/how-to-deprecate-a-css-selectors-in-ide
0,question-summary-69230323,Is there an easy way to have/execute a set of common commands in a terminal,/questions/69230323/is-there-an-easy-way-to-have-execute-a-set-of-common-commands-in-a-terminal
0,question-summary-69211261,Python IDE with jupyter notebook integrated? [closed],/questions/69211261/python-ide-with-jupyter-notebook-integrated
0,question-summary-69183608,Transitioning from CS50 IDE to VS Code (Import module does not work),/questions/69183608/transitioning-from-cs50-ide-to-vs-code-import-module-does-not-work
0,question-summary-74213968,"""PALETTE MANAGER"" function can´t be showed when right click ECLIPSE",/questions/74213968/palette-manager-function-can%c2%b4t-be-showed-when-right-click-eclipse
0,question-summary-74210217,SourceLink F12 doesn't work properly in Visual Studio 2022,/questions/74210217/sourcelink-f12-doesnt-work-properly-in-visual-studio-2022
0,question-summary-74210086,"Qt Creator fails to start (Qt platform plugin problem), fresh install for C++ development",/questions/74210086/qt-creator-fails-to-start-qt-platform-plugin-problem-fresh-install-for-c-de
0,question-summary-74194392,Is default IDE important for use git? Or it doesnt matter for usage?,/questions/74194392/is-default-ide-important-for-use-git-or-it-doesnt-matter-for-usage
0,question-summary-69542025,How to change column colors in the NERDTree only,/questions/69542025/how-to-change-column-colors-in-the-nerdtree-only
0,question-summary-69530206,Eclipse autocomplete appears outside of screen,/questions/69530206/eclipse-autocomplete-appears-outside-of-screen
0,question-summary-69518152,Error when starting Spyder IDE on Python 3.10,/questions/69518152/error-when-starting-spyder-ide-on-python-3-10
0,question-summary-67670703,make Error -1073741502 building for ATmega in Eclipse,/questions/67670703/make-error-1073741502-building-for-atmega-in-eclipse
0,question-summary-67662217,"In Visual Studio Code, why the option ""editor.parameterHints.enable"" has no effect on the pop-up hint?",/questions/67662217/in-visual-studio-code-why-the-option-editor-parameterhints-enable-has-no-effe
0,question-summary-67652611,Why does plurality program not pass check50? cs50 week 3,/questions/67652611/why-does-plurality-program-not-pass-check50-cs50-week-3
0,question-summary-67649736,"""Solution (0) projects"" when creating an ASP.NET Core Web App (MVC) Project",/questions/67649736/solution-0-projects-when-creating-an-asp-net-core-web-app-mvc-project
0,question-summary-68310059,How do I make a uppercase letter only in ruby?,/questions/68310059/how-do-i-make-a-uppercase-letter-only-in-ruby
0,question-summary-68303514,"""Run"" menu is placed before other menus in an Eclipse RCP IDE project",/questions/68303514/run-menu-is-placed-before-other-menus-in-an-eclipse-rcp-ide-project
0,question-summary-68302278,"Eclipse ""check for updates"", ""install new software"" and ""marketplace"" not showing in help menu",/questions/68302278/eclipse-check-for-updates-install-new-software-and-marketplace-not-showin
0,question-summary-68262788,Fatal error - cannot execute Fortran code in Eclipse compiler,/questions/68262788/fatal-error-cannot-execute-fortran-code-in-eclipse-compiler
0,question-summary-70403985,Is there any options to make clang-format produce the following effect?,/questions/70403985/is-there-any-options-to-make-clang-format-produce-the-following-effect
0,question-summary-70398065,How to catch coordinates of mouse cursor (IDE Delphi) to invoke Context Menu,/questions/70398065/how-to-catch-coordinates-of-mouse-cursor-ide-delphi-to-invoke-context-menu
0,question-summary-70391603,Extend Test History in PyCharm [duplicate],/questions/70391603/extend-test-history-in-pycharm
0,question-summary-70386736,Tools Guidance on the productive use of Jupyter Notebooks,/questions/70386736/tools-guidance-on-the-productive-use-of-jupyter-notebooks
0,question-summary-70152682,Atra Blockchain Services,/questions/70152682/atra-blockchain-services
0,question-summary-70152276,Transpose Characters command in IDE: why?,/questions/70152276/transpose-characters-command-in-ide-why
0,question-summary-70150240,Android Studio Proposes Gradle Plugin Upgrade for Unknown Reason,/questions/70150240/android-studio-proposes-gradle-plugin-upgrade-for-unknown-reason
0,question-summary-70145637,"OMNeT++, <!> Error: Cannot load library '../../src//libveins.dll': The specified procedure could not be found",/questions/70145637/omnet-error-cannot-load-library-src-libveins-dll-the-specified
0,question-summary-67507713,Visual Studio form resolution problem in editing mode,/questions/67507713/visual-studio-form-resolution-problem-in-editing-mode
0,question-summary-67502362,Eclipse Can Export A Java File Into A .Jar File But Keeps Running Into Errors,/questions/67502362/eclipse-can-export-a-java-file-into-a-jar-file-but-keeps-running-into-errors
0,question-summary-67486114,"pycharm cannot see the module ""openpyxl"" even though i installed",/questions/67486114/pycharm-cannot-see-the-module-openpyxl-even-though-i-installed
0,question-summary-67483558,VS code adds semicolon to the end of an HTML line,/questions/67483558/vs-code-adds-semicolon-to-the-end-of-an-html-line
0,question-summary-69164105,Why am I getting SIGCONT error on codechef ide?,/questions/69164105/why-am-i-getting-sigcont-error-on-codechef-ide
0,question-summary-69114076,Rails configuration with docker-compose remote sdk fails on RubyMine,/questions/69114076/rails-configuration-with-docker-compose-remote-sdk-fails-on-rubymine
0,question-summary-69104502,deleted remote branch in IDE how to restore,/questions/69104502/deleted-remote-branch-in-ide-how-to-restore
0,question-summary-69067292,Why is my File I/O in VSCode not working properly? [duplicate],/questions/69067292/why-is-my-file-i-o-in-vscode-not-working-properly
0,question-summary-74176175,Resolve IDE script function,/questions/74176175/resolve-ide-script-function
0,question-summary-65688883,New Apps Script IDE too helpful. Can you turn it off?,/questions/65688883/new-apps-script-ide-too-helpful-can-you-turn-it-off
0,question-summary-69499515,How to run current .cpp file in RAD Studio?,/questions/69499515/how-to-run-current-cpp-file-in-rad-studio
0,question-summary-69488413,Java/IntelliJ: shortcut to insert comment directly next to code instead of at start of line [macOS],/questions/69488413/java-intellij-shortcut-to-insert-comment-directly-next-to-code-instead-of-at-st
0,question-summary-69486893,Can't type characters inside a function using new google Apps script editor (but can delete),/questions/69486893/cant-type-characters-inside-a-function-using-new-google-apps-script-editor-but
0,question-summary-67647016,In IDE why doesn’t ;(Semicolons) come automatically?,/questions/67647016/in-ide-why-doesn-t-semicolons-come-automatically
0,question-summary-67646065,Is it possible to compile and execute project with java modules in pycharm ide?,/questions/67646065/is-it-possible-to-compile-and-execute-project-with-java-modules-in-pycharm-ide
0,question-summary-67640539,Build and Run current active file in visual studio code for C++,/questions/67640539/build-and-run-current-active-file-in-visual-studio-code-for-c
0,question-summary-67626930,Where do I see existing variables after executing my script?,/questions/67626930/where-do-i-see-existing-variables-after-executing-my-script
0,question-summary-68261697,How to make the Delphi IDE show the Windows taskbar when it's set to automatically hide?,/questions/68261697/how-to-make-the-delphi-ide-show-the-windows-taskbar-when-its-set-to-automatical
0,question-summary-68249996,Why are my JAR source files not consistently detected?,/questions/68249996/why-are-my-jar-source-files-not-consistently-detected
0,question-summary-68225630,Auto-formatting imports in PyCharm Professional Edition,/questions/68225630/auto-formatting-imports-in-pycharm-professional-edition
0,question-summary-68216416,Modify a python script that runs on terminal with command line input to work in an IDE,/questions/68216416/modify-a-python-script-that-runs-on-terminal-with-command-line-input-to-work-in
0,question-summary-70377239,using a graphical editor/ide to develop a project on Android running Termux,/questions/70377239/using-a-graphical-editor-ide-to-develop-a-project-on-android-running-termux
0,question-summary-70364545,"Is there any way not to load the Spyder IDE help panel. without having to uncheck in ""View->Panes->Help"" every time I use it",/questions/70364545/is-there-any-way-not-to-load-the-spyder-ide-help-panel-without-having-to-unchec
0,question-summary-70361150,Synchronizing Visual Studio Code and Visual Studio 2019 preferences/settings,/questions/70361150/synchronizing-visual-studio-code-and-visual-studio-2019-preferences-settings
0,question-summary-70360012,"Is there a standard way to store a ""commit URL"" info in git repository for tools like VS IDE?",/questions/70360012/is-there-a-standard-way-to-store-a-commit-url-info-in-git-repository-for-tools
0,question-summary-70143477,Clion finds the same usages of a function multiple times,/questions/70143477/clion-finds-the-same-usages-of-a-function-multiple-times
0,question-summary-70137003,What is the keyboard shortcut to select multiple regions in vscode?,/questions/70137003/what-is-the-keyboard-shortcut-to-select-multiple-regions-in-vscode
0,question-summary-70134588,CSS suggestions don't show up,/questions/70134588/css-suggestions-dont-show-up
0,question-summary-70126786,Remix Desktop IDE,/questions/70126786/remix-desktop-ide
0,question-summary-67465934,I habe ane error messege while installing Eclipse (Installation failed with an error),/questions/67465934/i-habe-ane-error-messege-while-installing-eclipse-installation-failed-with-an-e
0,question-summary-67461464,How can I search for a specific function and then edit it?,/questions/67461464/how-can-i-search-for-a-specific-function-and-then-edit-it
0,question-summary-67460391,"Refresh + Clean in Eclipse, Equivalent in Intellij?",/questions/67460391/refresh-clean-in-eclipse-equivalent-in-intellij
0,question-summary-69055351,Include same header file for all clion projects,/questions/69055351/include-same-header-file-for-all-clion-projects
0,question-summary-69053610,How does Visual Studio's UnderWare Brief commands emulation compare to Emacs and normal Edit?,/questions/69053610/how-does-visual-studios-underware-brief-commands-emulation-compare-to-emacs-and
0,question-summary-69047000,Not seeing Create a Pull Request link in Visual Studio IDE,/questions/69047000/not-seeing-create-a-pull-request-link-in-visual-studio-ide
0,question-summary-74175516,Java update issue : <do you trust unassigned content of unassigned origin>,/questions/74175516/java-update-issue-do-you-trust-unassigned-content-of-unassigned-origin
0,question-summary-74171957,Access VBA: control for editing html code?,/questions/74171957/access-vba-control-for-editing-html-code
0,question-summary-74157592,"Some tool like this in netbeans or other java IDE, this is from MPLab [closed]",/questions/74157592/some-tool-like-this-in-netbeans-or-other-java-ide-this-is-from-mplab
0,question-summary-65686292,New Google Apps Script Editor - Additional Bound Projects?,/questions/65686292/new-google-apps-script-editor-additional-bound-projects
0,question-summary-65681876,Add single line at the end of multiple files in IntelliJ,/questions/65681876/add-single-line-at-the-end-of-multiple-files-in-intellij
0,question-summary-65673654,Bug with repository of visual templates in IDE Delphi 2010,/questions/65673654/bug-with-repository-of-visual-templates-in-ide-delphi-2010
0,question-summary-66630339,script Project disapeared from My Projects Folder,/questions/66630339/script-project-disapeared-from-my-projects-folder
0,question-summary-69486205,"How can I save document state, letter by letter, to UNDO and REDO on Scintilla?",/questions/69486205/how-can-i-save-document-state-letter-by-letter-to-undo-and-redo-on-scintilla
0,question-summary-69460972,Visual studio 2019 16.11.4 crashes in options,/questions/69460972/visual-studio-2019-16-11-4-crashes-in-options
0,question-summary-69449816,pycharm ide gives syntax error with python 3.10 but code is working fine,/questions/69449816/pycharm-ide-gives-syntax-error-with-python-3-10-but-code-is-working-fine
0,question-summary-67624903,How can I search through all of my files in the editor?,/questions/67624903/how-can-i-search-through-all-of-my-files-in-the-editor
0,question-summary-67616719,What is the suitable IDE to Mule 4.3 Kernel (CE),/questions/67616719/what-is-the-suitable-ide-to-mule-4-3-kernel-ce
0,question-summary-67604409,Why does intellij warn 'The IDE is running low on memory and this might affect performance'?,/questions/67604409/why-does-intellij-warn-the-ide-is-running-low-on-memory-and-this-might-affect-p
0,question-summary-68215790,Visual Studio 2019 16.10.03 - Braces are all black,/questions/68215790/visual-studio-2019-16-10-03-braces-are-all-black
0,question-summary-68207781,No project under project settings in pyCharm. Project not recognized [duplicate],/questions/68207781/no-project-under-project-settings-in-pycharm-project-not-recognized
0,question-summary-68204724,IntelliJ 2019.2 expecting to do the soft-wrap every time,/questions/68204724/intellij-2019-2-expecting-to-do-the-soft-wrap-every-time
0,question-summary-70358509,VSCode can't automatically detect bracket and quote,/questions/70358509/vscode-cant-automatically-detect-bracket-and-quote
0,question-summary-70357385,Can I increase UI scaling in eclipse on Mac?,/questions/70357385/can-i-increase-ui-scaling-in-eclipse-on-mac
0,question-summary-70348283,"Eclipse doesn't know ""Desktop"" [duplicate]",/questions/70348283/eclipse-doesnt-know-desktop
0,question-summary-70110572,How can I make GoLand (or any JetBrains IDE) ignore directories for indexing based on a regex,/questions/70110572/how-can-i-make-goland-or-any-jetbrains-ide-ignore-directories-for-indexing-bas
0,question-summary-70107443,Is it possible to develop Android Applications without an IDE and with a very low grade laptop?,/questions/70107443/is-it-possible-to-develop-android-applications-without-an-ide-and-with-a-very-lo
0,question-summary-70099437,How to change default cursor style in Android Studio using windows 11?,/questions/70099437/how-to-change-default-cursor-style-in-android-studio-using-windows-11
0,question-summary-67459455,Programming the MCP4141 digital potentiometer in STM32CUBEIDE by SPI port,/questions/67459455/programming-the-mcp4141-digital-potentiometer-in-stm32cubeide-by-spi-port
0,question-summary-67450872,How to add autocomplete feature in google colab?,/questions/67450872/how-to-add-autocomplete-feature-in-google-colab
0,question-summary-67448966,Why my code is causing the segmentation fault?,/questions/67448966/why-my-code-is-causing-the-segmentation-fault
0,question-summary-69043840,How do I use python packages I've already installed in other IDEs,/questions/69043840/how-do-i-use-python-packages-ive-already-installed-in-other-ides
0,question-summary-69031122,PhpStorm isn't reanalyze all current page,/questions/69031122/phpstorm-isnt-reanalyze-all-current-page
0,question-summary-69017349,"Run multiple instances in spyder: option to deselect ""use a single instance"" is greyed out?",/questions/69017349/run-multiple-instances-in-spyder-option-to-deselect-use-a-single-instance-is
0,question-summary-74145127,Why doesn't NetBeans let me assign a shortcut that involves command+space?,/questions/74145127/why-doesnt-netbeans-let-me-assign-a-shortcut-that-involves-commandspace
0,question-summary-74126175,I need some help to automate the sign up using the selenium IDE chrome extension,/questions/74126175/i-need-some-help-to-automate-the-sign-up-using-the-selenium-ide-chrome-extension
0,question-summary-74113849,executin python script using cmd dont work [closed],/questions/74113849/executin-python-script-using-cmd-dont-work
0,question-summary-65672729,How to set a direct message in the .ini file in OMNeT++?,/questions/65672729/how-to-set-a-direct-message-in-the-ini-file-in-omnet
0,question-summary-65668408,Google Apps Script - Editor shortcut - CTRL+D,/questions/65668408/google-apps-script-editor-shortcut-ctrld
0,question-summary-65658239,google app script new IDE manage deployments and new deployments all hang shows loading for ever,/questions/65658239/google-app-script-new-ide-manage-deployments-and-new-deployments-all-hang-shows
0,question-summary-66622109,What is IDE of C Language?,/questions/66622109/what-is-ide-of-c-language
0,question-summary-66617761,Intelij - Run in parallel,/questions/66617761/intelij-run-in-parallel
0,question-summary-66614937,findOrFail() method not found by PhpStorm,/questions/66614937/findorfail-method-not-found-by-phpstorm
0,question-summary-69425194,Different Object Identities on Different IDEs in Python,/questions/69425194/different-object-identities-on-different-ides-in-python
0,question-summary-69414471,Clear Android Studio file type cache,/questions/69414471/clear-android-studio-file-type-cache
0,question-summary-69404017,Why might VS2019's Go To Implementation be showing duplicate references?,/questions/69404017/why-might-vs2019s-go-to-implementation-be-showing-duplicate-references
0,question-summary-67597920,TypeScript Syntax Validation with Ace Editor / Any Web IDE?,/questions/67597920/typescript-syntax-validation-with-ace-editor-any-web-ide
0,question-summary-68147199,Eclipse 2021-6 java content assist doesn't provide completions when there is a compile error,/questions/68147199/eclipse-2021-6-java-content-assist-doesnt-provide-completions-when-there-is-a-c
0,question-summary-68139717,Manage QWidgets' action lists in Designer / Creator?,/questions/68139717/manage-qwidgets-action-lists-in-designer-creator
0,question-summary-70332565,JetBrains Rider debug mode evaluator exception,/questions/70332565/jetbrains-rider-debug-mode-evaluator-exception
0,question-summary-70310550,How do to increase timeout value for DataGrip's connection to Google BigQuery?,/questions/70310550/how-do-to-increase-timeout-value-for-datagrips-connection-to-google-bigquery
0,question-summary-70301861,Tailwindcss v3 autocomplete css class names in Visual Studio Code,/questions/70301861/tailwindcss-v3-autocomplete-css-class-names-in-visual-studio-code
0,question-summary-70096312,Selenium Side Runner - preview of test / steps,/questions/70096312/selenium-side-runner-preview-of-test-steps
0,question-summary-70095279,VS Code Platform-IO configuration,/questions/70095279/vs-code-platform-io-configuration
0,question-summary-70077443,Is there a way to get python code autocomplettion in any arbitrary editor in Linux?,/questions/70077443/is-there-a-way-to-get-python-code-autocomplettion-in-any-arbitrary-editor-in-lin
0,question-summary-67445811,how to keep code folding on save in android studio,/questions/67445811/how-to-keep-code-folding-on-save-in-android-studio
0,question-summary-67442563,Need help locating CPP files that were excluded from project in solution explorer,/questions/67442563/need-help-locating-cpp-files-that-were-excluded-from-project-in-solution-explore
0,question-summary-67434027,I am new to pycharm and having some problem's in it,/questions/67434027/i-am-new-to-pycharm-and-having-some-problems-in-it
0,question-summary-68985135,Console logs format has changed in intellij,/questions/68985135/console-logs-format-has-changed-in-intellij
0,question-summary-68978267,Using input/output tests in Replit,/questions/68978267/using-input-output-tests-in-replit
0,question-summary-68975357,How to turn off code 'hints' in JetBrains Rider,/questions/68975357/how-to-turn-off-code-hints-in-jetbrains-rider
0,question-summary-74108106,How can I debug google OR tools c++ programs in VS Code or other IDEs?,/questions/74108106/how-can-i-debug-google-or-tools-c-programs-in-vs-code-or-other-ides
0,question-summary-74105046,Developing an online contest Judge IDE for University,/questions/74105046/developing-an-online-contest-judge-ide-for-university
0,question-summary-74104266,How to change code formatting settings in Replit,/questions/74104266/how-to-change-code-formatting-settings-in-replit
0,question-summary-65656962,How to Get Proper Formatting with the V8 Google Apps Script IDE,/questions/65656962/how-to-get-proper-formatting-with-the-v8-google-apps-script-ide
0,question-summary-65654394,Failing to install Gradle IDE Pack 3.8.x+1.0.x on Eclipse 2020-06,/questions/65654394/failing-to-install-gradle-ide-pack-3-8-x1-0-x-on-eclipse-2020-06
0,question-summary-65646521,How to disable Microsoft.CodeAnalysis.Remote.RemoteEndPoint.InvokeAsync?,/questions/65646521/how-to-disable-microsoft-codeanalysis-remote-remoteendpoint-invokeasync
0,question-summary-66614265,Where is the python core file located [duplicate],/questions/66614265/where-is-the-python-core-file-located
0,question-summary-66599749,WebStorm's Autocomplete not working for one exact file (treated as plain text)?,/questions/66599749/webstorms-autocomplete-not-working-for-one-exact-file-treated-as-plain-text
0,question-summary-66578077,Unit method search list in the IDE is empty,/questions/66578077/unit-method-search-list-in-the-ide-is-empty
0,question-summary-64131523,arm-none-eabi-gcc: not found on Windows 10 STM32IDE,/questions/64131523/arm-none-eabi-gcc-not-found-on-windows-10-stm32ide
0,question-summary-66065014,edit python file with ide software directly from c folder,/questions/66065014/edit-python-file-with-ide-software-directly-from-c-folder
0,question-summary-69390481,"IntelliJ IDEA Reopen Project ""The path <insert temp path here> does not exist"" error",/questions/69390481/intellij-idea-reopen-project-the-path-insert-temp-path-here-does-not-exist-e
0,question-summary-69371457,"How to pass command-line arguments to IntelliJ itself, to alter behavior of IDE (not my own app within IDE)?",/questions/69371457/how-to-pass-command-line-arguments-to-intellij-itself-to-alter-behavior-of-ide
0,question-summary-70294100,Which IDE do the config file(package.des and xxx.prj ) belong to?,/questions/70294100/which-ide-do-the-config-filepackage-des-and-xxx-prj-belong-to
0,question-summary-70075767,Is there a Ctrl+B equivalent of PyCharm in VS Code?,/questions/70075767/is-there-a-ctrlb-equivalent-of-pycharm-in-vs-code
0,question-summary-70072867,How to remove Spyder's vertical line on right side of editor pane?,/questions/70072867/how-to-remove-spyders-vertical-line-on-right-side-of-editor-pane
0,question-summary-70063316,How to stop Eclipse Auto Build on save comments,/questions/70063316/how-to-stop-eclipse-auto-build-on-save-comments
0,question-summary-67428698,Is there have any plugin for comment word automatic completion in JetBrains' IDE?,/questions/67428698/is-there-have-any-plugin-for-comment-word-automatic-completion-in-jetbrains-ide
0,question-summary-67428072,Can I use my phone as an emulator for VIsual Studio 2019?,/questions/67428072/can-i-use-my-phone-as-an-emulator-for-visual-studio-2019
0,question-summary-67406720,Error highlighting package for sublime text 3,/questions/67406720/error-highlighting-package-for-sublime-text-3
0,question-summary-68971819,How to enable code suggestions in Visual Studio?,/questions/68971819/how-to-enable-code-suggestions-in-visual-studio
0,question-summary-68967151,How can I get CLion to append a comment after the closing namespace brace?,/questions/68967151/how-can-i-get-clion-to-append-a-comment-after-the-closing-namespace-brace
0,question-summary-68956229,Autocomplete for non-TypeScript npm packages doesn't work in PhpStorm,/questions/68956229/autocomplete-for-non-typescript-npm-packages-doesnt-work-in-phpstorm
0,question-summary-74089542,"AppCode, no iOS simulator showing up",/questions/74089542/appcode-no-ios-simulator-showing-up
0,question-summary-74088397,How to enable HTML syntax highlighting in php files,/questions/74088397/how-to-enable-html-syntax-highlighting-in-php-files
0,question-summary-74088180,"WebStorm gives warning for CSS files using url(""/assets/..."") path",/questions/74088180/webstorm-gives-warning-for-css-files-using-url-assets-path
0,question-summary-65645823,Javafx app runs perfectly in IDE but when building with maven does not work,/questions/65645823/javafx-app-runs-perfectly-in-ide-but-when-building-with-maven-does-not-work
0,question-summary-65631543,Groovy compiler on Eclipse doesn't include version 2.4 anymore,/questions/65631543/groovy-compiler-on-eclipse-doesnt-include-version-2-4-anymore
0,question-summary-65628918,How can I update supported PHP language level in PhpStorm?,/questions/65628918/how-can-i-update-supported-php-language-level-in-phpstorm
0,question-summary-66530878,MS Visual Studio 2019: how to change background color of text editor's tooltip window,/questions/66530878/ms-visual-studio-2019-how-to-change-background-color-of-text-editors-tooltip-w
0,question-summary-66510199,IDE for client side web app Visual Studio or VSCode?,/questions/66510199/ide-for-client-side-web-app-visual-studio-or-vscode
0,question-summary-66481506,Cannot type pipe | on the atom terminal plugin,/questions/66481506/cannot-type-pipe-on-the-atom-terminal-plugin
0,question-summary-64118621,C++ Builder 10.1 Berlin IDE problem - doesn't detect externally changed source file,/questions/64118621/c-builder-10-1-berlin-ide-problem-doesnt-detect-externally-changed-source-f
0,question-summary-64078610,Cant create an environment on AWS Cloud 9,/questions/64078610/cant-create-an-environment-on-aws-cloud-9
0,question-summary-64057335,Parameter definition syntax - how to read the parameter info popup in IDE,/questions/64057335/parameter-definition-syntax-how-to-read-the-parameter-info-popup-in-ide
0,question-summary-66063433,how to avoid to put cursor on every line at Vs Code,/questions/66063433/how-to-avoid-to-put-cursor-on-every-line-at-vs-code
0,question-summary-66051234,Extra files showing up in searching that are not in classpath,/questions/66051234/extra-files-showing-up-in-searching-that-are-not-in-classpath
0,question-summary-66050580,Run from IntelliJ IDEA in remote server using SSH,/questions/66050580/run-from-intellij-idea-in-remote-server-using-ssh
0,question-summary-63565996,Search and replace text within an html element,/questions/63565996/search-and-replace-text-within-an-html-element
0,question-summary-67160356,"I am opening netbeans and it's loading but screen is not shown on monitor. and when I again open it, it just shows a blank window can any body help me",/questions/67160356/i-am-opening-netbeans-and-its-loading-but-screen-is-not-shown-on-monitor-and-w
0,question-summary-64709037,How do I execute my code through the terminal while using Xcode?,/questions/64709037/how-do-i-execute-my-code-through-the-terminal-while-using-xcode
0,question-summary-70056767,Error installing package using Getit Manager,/questions/70056767/error-installing-package-using-getit-manager
0,question-summary-70052319,How to change IDE in Projucer,/questions/70052319/how-to-change-ide-in-projucer
0,question-summary-70036459,Is there an option within the RStudio IDE to avoid sudden changes in the console after executing chunks in a Markdown file?,/questions/70036459/is-there-an-option-within-the-rstudio-ide-to-avoid-sudden-changes-in-the-console
0,question-summary-67402144,PyCharm doesn’t see files in project,/questions/67402144/pycharm-doesn-t-see-files-in-project
0,question-summary-67387823,"Why won't the code work in local ide, but work in online compiler? [duplicate]",/questions/67387823/why-wont-the-code-work-in-local-ide-but-work-in-online-compiler
0,question-summary-67380378,remove parameters from Code Editor Dropdown in VS2019 IDE,/questions/67380378/remove-parameters-from-code-editor-dropdown-in-vs2019-ide
0,question-summary-68954550,how to add c++ iostream into the scope of SCC?,/questions/68954550/how-to-add-c-iostream-into-the-scope-of-scc
0,question-summary-68940704,Spyder IDE Font on File names too big,/questions/68940704/spyder-ide-font-on-file-names-too-big
0,question-summary-68934753,My Android Studio layout preview is not Working,/questions/68934753/my-android-studio-layout-preview-is-not-working
0,question-summary-74050203,How can I send someone a netbeans project and allow them to run the jframe form with nothing installed related to java at all?,/questions/74050203/how-can-i-send-someone-a-netbeans-project-and-allow-them-to-run-the-jframe-form
0,question-summary-74041704,How to run Python script (with local project module imports) using PyCharm's terminal functionality? [duplicate],/questions/74041704/how-to-run-python-script-with-local-project-module-imports-using-pycharms-ter
0,question-summary-74031608,"How can I add an action to my Android Studio toolbar, which will run specific gradle task for me?",/questions/74031608/how-can-i-add-an-action-to-my-android-studio-toolbar-which-will-run-specific-gr
0,question-summary-65618608,Visual Studio 2019 can't override CodeStyle option,/questions/65618608/visual-studio-2019-cant-override-codestyle-option
0,question-summary-65606002,How to make RubyMine autocorrect with Rubocop on every save,/questions/65606002/how-to-make-rubymine-autocorrect-with-rubocop-on-every-save
0,question-summary-65596181,FAILURE: Build failed with an exception error when I run the app,/questions/65596181/failure-build-failed-with-an-exception-error-when-i-run-the-app
0,question-summary-66478899,Google Script Editor in iOS 14.4,/questions/66478899/google-script-editor-in-ios-14-4
